Left,Right,Operation,Object
r,>,INS,eis
erar,>,INS,eis
r,>,INS,s
ar,>,INS,e
rar,>,INS,i
rar,>,INS,eis
erar,>,INS,e
esperar,>,INS,s
rar,>,INS,e
ar,>,INS,s
ar,>,INS,eis
sperar,>,INS,e
ar,>,INS,beis
r,>,INS,e
<esperar,>,INS,e
esperar,>,INS,e
perar,>,INS,s
erar,>,INS,i
r,>,INS,beis
abotonar,>,INS,s
ar,>,INS,s
r,>,INS,i
tonar,>,INS,e
ar,>,INS,íeis
r,>,INS,s
nar,>,INS,í
ar,>,INS,í
nar,>,INS,eis
onar,>,INS,s
onar,>,INS,eis
onar,>,INS,e
ar,>,INS,e
ar,>,INS,eis
botonar,>,INS,e
nar,>,INS,i
ar,>,INS,i
r,>,INS,eis
botonar,>,INS,s
r,>,INS,e
<abotonar,>,INS,s
nar,>,INS,íeis
tonar,>,INS,s
onar,>,INS,í
nar,>,INS,s
otonar,>,INS,s
<abotonar,>,INS,e
r,>,INS,íeis
abotonar,>,INS,e
nar,>,INS,e
onar,>,INS,i
r,>,INS,í
otonar,>,INS,e
ar,>,INS,a
tar,>,INS,a
<imitar,>,INS,a
r,>,INS,a
mitar,>,INS,a
itar,>,INS,a
imitar,>,INS,a
mbiar,>,INS,a
r,>,INS,bamos
r,>,INS,a
biar,>,INS,a
iar,>,INS,ábamos
ar,>,INS,os
ambiar,>,INS,s
ar,>,INS,a
cambiar,>,INS,a
ar,>,INS,amos
ambiar,>,INS,o
ar,>,INS,ba
r,>,INS,á
biar,>,INS,s
<cambiar,>,INS,o
mbiar,>,INS,s
ambiar,>,INS,a
iar,>,INS,á
<cambiar,>,INS,s
mbiar,>,INS,o
ar,>,INS,bamos
cambiar,>,INS,s
ar,>,INS,s
iar,>,INS,o
r,>,INS,s
biar,>,INS,o
iar,>,INS,a
iar,>,INS,bamos
r,>,INS,ábamos
r,>,INS,os
ar,>,INS,mos
r,>,INS,amos
ar,>,INS,ábamos
iar,>,INS,s
cambiar,>,INS,o
r,>,INS,ba
iar,>,INS,ba
r,>,INS,o
<cambiar,>,INS,a
iar,>,INS,amos
ar,>,INS,o
r,>,INS,mos
iar,>,INS,mos
iar,>,INS,os
ar,>,INS,á
r,>,INS,e
finar,>,INS,e
<finar,>,INS,e
inar,>,INS,e
ar,>,INS,e
nar,>,INS,e
catar,>,INS,e
r,>,INS,bes
tar,>,INS,e
ar,>,INS,bes
ar,>,INS,es
<rescatar,>,INS,e
atar,>,INS,s
scatar,>,INS,s
rescatar,>,INS,e
tar,>,INS,s
scatar,>,INS,e
rescatar,>,INS,s
r,>,INS,es
catar,>,INS,es
escatar,>,INS,e
ar,>,INS,e
tar,>,INS,bes
tar,>,INS,es
atar,>,INS,es
r,>,INS,s
catar,>,INS,s
r,>,INS,e
<rescatar,>,INS,s
ar,>,INS,s
escatar,>,INS,s
atar,>,INS,e
r,>,INS,i
ar,>,INS,íais
r,>,INS,s
car,>,INS,í
r,>,INS,ía
estacar,>,INS,i
r,>,INS,a
car,>,INS,s
<destacar,>,INS,a
car,>,INS,i
ar,>,INS,a
<destacar,>,INS,i
r,>,INS,í
car,>,INS,a
destacar,>,INS,i
stacar,>,INS,i
car,>,INS,ía
ar,>,INS,í
acar,>,INS,s
ar,>,INS,i
tacar,>,INS,a
car,>,INS,ais
r,>,INS,ais
r,>,INS,ai
tacar,>,INS,s
stacar,>,INS,s
destacar,>,INS,a
estacar,>,INS,s
car,>,INS,ai
destacar,>,INS,s
stacar,>,INS,a
ar,>,INS,ais
<destacar,>,INS,s
ar,>,INS,ía
car,>,INS,íais
tacar,>,INS,i
acar,>,INS,i
estacar,>,INS,a
r,>,INS,íais
acar,>,INS,a
ar,>,INS,ai
ar,>,INS,s
<espeyar,>,INS,o
espeyar,>,INS,o
ar,>,INS,o
r,>,INS,o
speyar,>,INS,o
eyar,>,INS,o
yar,>,INS,o
peyar,>,INS,o
spirar,>,INS,i
ar,>,INS,ai
pirar,>,INS,i
ar,>,INS,s
r,>,INS,i
rar,>,INS,ai
spirar,>,INS,a
ar,>,INS,ais
pirar,>,INS,s
irar,>,INS,a
rar,>,INS,a
r,>,INS,s
inspirar,>,INS,s
<inspirar,>,INS,s
pirar,>,INS,a
r,>,INS,ais
r,>,INS,ai
spirar,>,INS,s
r,>,INS,a
rar,>,INS,s
irar,>,INS,s
ar,>,INS,a
rar,>,INS,ais
nspirar,>,INS,s
rar,>,INS,i
irar,>,INS,i
ar,>,INS,i
r,>,INS,o
ar,>,INS,on
r,>,INS,on
ar,>,INS,n
r,>,INS,n
ar,>,INS,o
dar,>,INS,o
dar,>,INS,on
dar,>,INS,n
rdar,>,INS,o
rdar,>,INS,n
ar,>,INS,os
ocar,>,INS,os
ar,>,INS,o
r,>,INS,s
ocar,>,INS,s
r,>,INS,mos
car,>,INS,o
ar,>,INS,mos
car,>,INS,mos
car,>,INS,s
car,>,INS,os
<tocar,>,INS,s
r,>,INS,o
ar,>,INS,s
ocar,>,INS,mos
r,>,INS,os
ocar,>,INS,o
tocar,>,INS,s
trabayar,>,INS,á
<trabayar,>,INS,á
ar,>,INS,á
bayar,>,INS,á
abayar,>,INS,á
r,>,INS,á
ayar,>,INS,á
yar,>,INS,á
rabayar,>,INS,á
etar,>,INS,es
ar,>,INS,s
r,>,INS,e
<guetar,>,INS,s
r,>,INS,s
uetar,>,INS,s
tar,>,INS,es
ar,>,INS,e
r,>,INS,es
<guetar,>,INS,e
tar,>,INS,s
etar,>,INS,e
uetar,>,INS,e
etar,>,INS,s
guetar,>,INS,s
ar,>,INS,es
tar,>,INS,e
guetar,>,INS,e
r,>,INS,o
copiar,>,INS,o
opiar,>,INS,o
iar,>,INS,o
<copiar,>,INS,o
ar,>,INS,o
piar,>,INS,o
gar,>,INS,ramos
gar,>,INS,os
gar,>,INS,áramos
ar,>,INS,amos
agar,>,INS,s
gar,>,INS,o
r,>,INS,o
ar,>,INS,á
gar,>,INS,mos
r,>,INS,ramos
r,>,INS,mos
agar,>,INS,a
r,>,INS,os
r,>,INS,s
gar,>,INS,a
gar,>,INS,á
ar,>,INS,a
gar,>,INS,s
agar,>,INS,os
ar,>,INS,áramos
agar,>,INS,o
ar,>,INS,mos
<pagar,>,INS,s
gar,>,INS,amos
pagar,>,INS,s
r,>,INS,áramos
ar,>,INS,ramos
agar,>,INS,mos
ar,>,INS,s
r,>,INS,amos
ar,>,INS,o
r,>,INS,á
agar,>,INS,á
r,>,INS,a
ar,>,INS,os
iar,>,INS,e
<rutiar,>,INS,e
utiar,>,INS,e
tiar,>,INS,e
ar,>,INS,e
rutiar,>,INS,e
r,>,INS,e
r,>,INS,ó
ar,>,INS,ó
car,>,INS,ó
polinizar,>,INS,a
inizar,>,INS,s
izar,>,INS,ais
izar,>,INS,ai
inizar,>,INS,i
<polinizar,>,INS,a
olinizar,>,INS,i
nizar,>,INS,i
zar,>,INS,ais
r,>,INS,ai
zar,>,INS,ai
linizar,>,INS,i
r,>,INS,ais
izar,>,INS,i
polinizar,>,INS,i
r,>,INS,a
zar,>,INS,a
olinizar,>,INS,s
nizar,>,INS,s
linizar,>,INS,a
r,>,INS,i
zar,>,INS,i
ar,>,INS,ais
olinizar,>,INS,a
zar,>,INS,s
r,>,INS,s
izar,>,INS,a
izar,>,INS,s
<polinizar,>,INS,s
ar,>,INS,i
inizar,>,INS,a
<polinizar,>,INS,i
polinizar,>,INS,s
linizar,>,INS,s
ar,>,INS,ai
nizar,>,INS,a
ar,>,INS,a
ar,>,INS,s
sar,>,INS,s
r,>,INS,es
r,>,INS,ti
sar,>,INS,esti
r,>,INS,s
r,>,INS,e
r,>,INS,i
ar,>,INS,s
sar,>,INS,sti
asar,>,INS,es
r,>,INS,esti
asar,>,INS,s
ar,>,INS,e
sar,>,INS,e
sar,>,INS,ti
ar,>,INS,i
ar,>,INS,esti
ar,>,INS,ti
casar,>,INS,e
ar,>,INS,sti
asar,>,INS,e
sar,>,INS,es
asar,>,INS,i
r,>,INS,sti
sar,>,INS,i
<casar,>,INS,s
<casar,>,INS,e
casar,>,INS,s
ar,>,INS,es
r,>,INS,é
ar,>,INS,é
xar,>,INS,é
axar,>,INS,é
antar,>,INS,s
aguantar,>,INS,es
uantar,>,INS,e
r,>,INS,es
uantar,>,INS,s
aguantar,>,INS,e
tar,>,INS,s
ntar,>,INS,e
r,>,INS,e
antar,>,INS,es
tar,>,INS,e
r,>,INS,s
ntar,>,INS,es
tar,>,INS,es
antar,>,INS,e
ntar,>,INS,s
guantar,>,INS,s
<aguantar,>,INS,es
ar,>,INS,s
<aguantar,>,INS,e
ar,>,INS,e
guantar,>,INS,es
<aguantar,>,INS,s
aguantar,>,INS,s
guantar,>,INS,e
ar,>,INS,es
uantar,>,INS,es
cuspir,>,INS,e
<cuspir,>,INS,e
r,>,INS,e
pir,>,INS,a
spir,>,INS,e
r,>,INS,era
pir,>,INS,e
ir,>,INS,a
ir,>,INS,era
r,>,INS,a
<cuspir,>,INS,a
ir,>,INS,e
cuspir,>,INS,a
r,>,INS,er
uspir,>,INS,e
spir,>,INS,a
ir,>,INS,er
uspir,>,INS,a
<dir,>,INS,os
dir,>,INS,i
<dir,>,INS,s
<dir,>,INS,o
dir,>,INS,o
<dir,>,INS,i
ir,>,INS,o
r,>,INS,s
r,>,INS,ti
r,>,INS,i
dir,>,INS,s
ir,>,INS,sti
ir,>,INS,i
r,>,INS,sti
dir,>,INS,os
ir,>,INS,os
r,>,INS,o
r,>,INS,os
ir,>,INS,ti
ir,>,INS,s
<aidar,>,INS,e
aidar,>,INS,e
ar,>,INS,n
ar,>,INS,e
r,>,INS,en
idar,>,INS,e
dar,>,INS,n
r,>,INS,n
ar,>,INS,en
r,>,INS,e
dar,>,INS,en
dar,>,INS,e
ar,>,INS,á
r,>,INS,á
xar,>,INS,á
axar,>,INS,á
baxar,>,INS,á
<rebaxar,>,INS,á
rebaxar,>,INS,á
ebaxar,>,INS,á
colar,>,INS,s
r,>,INS,i
r,>,INS,ti
olar,>,INS,s
olar,>,INS,sti
r,>,INS,sti
lar,>,INS,e
r,>,INS,esti
lar,>,INS,ti
ar,>,INS,ti
olar,>,INS,ti
ar,>,INS,es
r,>,INS,es
ar,>,INS,i
<colar,>,INS,i
ar,>,INS,s
<colar,>,INS,e
olar,>,INS,i
olar,>,INS,es
ar,>,INS,e
colar,>,INS,i
r,>,INS,s
<colar,>,INS,s
r,>,INS,e
lar,>,INS,i
olar,>,INS,e
lar,>,INS,s
ar,>,INS,sti
lar,>,INS,sti
ar,>,INS,esti
lar,>,INS,esti
colar,>,INS,e
lar,>,INS,es
iar,>,INS,o
ciar,>,INS,o
r,>,INS,o
ar,>,INS,o
arrar,>,INS,i
rar,>,INS,ai
rrar,>,INS,s
arrar,>,INS,a
r,>,INS,a
<charrar,>,INS,s
r,>,INS,i
r,>,INS,ai
ar,>,INS,ais
harrar,>,INS,s
r,>,INS,s
rrar,>,INS,a
arrar,>,INS,s
rrar,>,INS,i
r,>,INS,ais
rar,>,INS,s
ar,>,INS,i
ar,>,INS,a
ar,>,INS,s
rar,>,INS,ais
charrar,>,INS,s
rar,>,INS,a
ar,>,INS,ai
rar,>,INS,i
<esbabayar,>,INS,e
esbabayar,>,INS,o
<esbabayar,>,INS,s
babayar,>,INS,e
esbabayar,>,INS,e
bayar,>,INS,os
yar,>,INS,mos
ayar,>,INS,mos
ar,>,INS,os
bayar,>,INS,o
sbabayar,>,INS,e
bayar,>,INS,e
ayar,>,INS,s
ar,>,INS,emos
bayar,>,INS,emos
yar,>,INS,emos
ayar,>,INS,os
yar,>,INS,os
esbabayar,>,INS,s
<esbabayar,>,INS,o
bayar,>,INS,s
abayar,>,INS,mos
ayar,>,INS,e
r,>,INS,s
ayar,>,INS,o
abayar,>,INS,os
yar,>,INS,s
abayar,>,INS,o
abayar,>,INS,e
ar,>,INS,o
sbabayar,>,INS,s
yar,>,INS,e
r,>,INS,os
ar,>,INS,e
r,>,INS,e
ar,>,INS,s
r,>,INS,mos
babayar,>,INS,s
ayar,>,INS,emos
ar,>,INS,mos
yar,>,INS,o
abayar,>,INS,s
bayar,>,INS,mos
babayar,>,INS,o
sbabayar,>,INS,o
r,>,INS,emos
r,>,INS,o
s,>,INS,e
s,>,INS,eses
és,>,INS,e
és,>,INS,s
nés,>,INS,e
nés,>,INS,s
nés,>,INS,es
és,>,INS,es
s,>,INS,s
és,>,INS,eses
s,>,INS,es
r,>,INS,áramos
ignificar,>,INS,a
car,>,INS,o
ficar,>,INS,á
nificar,>,INS,a
car,>,INS,áramos
car,>,INS,á
r,>,INS,á
gnificar,>,INS,s
ar,>,INS,áramos
ificar,>,INS,mos
ificar,>,INS,s
r,>,INS,o
icar,>,INS,s
significar,>,INS,s
ar,>,INS,ramos
car,>,INS,ramos
car,>,INS,s
ficar,>,INS,a
ficar,>,INS,mos
ar,>,INS,s
ar,>,INS,os
ificar,>,INS,a
ificar,>,INS,á
gnificar,>,INS,a
icar,>,INS,mos
ificar,>,INS,o
car,>,INS,os
significar,>,INS,a
<significar,>,INS,s
r,>,INS,s
ar,>,INS,o
car,>,INS,amos
ar,>,INS,á
ficar,>,INS,os
ficar,>,INS,o
icar,>,INS,a
ar,>,INS,mos
r,>,INS,amos
r,>,INS,a
nificar,>,INS,s
<significar,>,INS,a
ificar,>,INS,os
ar,>,INS,amos
ar,>,INS,a
car,>,INS,a
ignificar,>,INS,s
r,>,INS,ramos
r,>,INS,os
icar,>,INS,os
icar,>,INS,á
icar,>,INS,o
car,>,INS,mos
ficar,>,INS,s
r,>,INS,mos
icar,>,INS,amos
ar,>,INS,es
reñar,>,INS,e
preñar,>,INS,s
<preñar,>,INS,s
ñar,>,INS,e
eñar,>,INS,es
eñar,>,INS,s
r,>,INS,s
r,>,INS,es
r,>,INS,e
<preñar,>,INS,e
preñar,>,INS,e
reñar,>,INS,s
ar,>,INS,s
ñar,>,INS,s
ñar,>,INS,es
eñar,>,INS,e
ar,>,INS,e
lar,>,INS,e
ilar,>,INS,e
afilar,>,INS,e
ar,>,INS,e
<afilar,>,INS,e
r,>,INS,e
filar,>,INS,e
ar,>,INS,on
r,>,INS,on
parar,>,INS,o
<amparar,>,INS,o
r,>,INS,o
<amparar,>,INS,n
mparar,>,INS,o
ar,>,INS,n
amparar,>,INS,o
ar,>,INS,o
amparar,>,INS,n
rar,>,INS,o
rar,>,INS,n
mparar,>,INS,n
parar,>,INS,n
r,>,INS,n
rar,>,INS,on
arar,>,INS,o
arar,>,INS,n
omitar,>,INS,e
itar,>,INS,e
tar,>,INS,e
ar,>,INS,e
mitar,>,INS,e
r,>,INS,e
vomitar,>,INS,e
<vomitar,>,INS,e
tar,>,INS,ás
ar,>,INS,s
enantar,>,INS,s
r,>,INS,s
ntar,>,INS,á
ar,>,INS,á
r,>,INS,á
ntar,>,INS,ás
ntar,>,INS,s
<enantar,>,INS,s
r,>,INS,ás
ar,>,INS,ás
tar,>,INS,s
antar,>,INS,á
tar,>,INS,á
nantar,>,INS,s
antar,>,INS,s
llegalizar,>,INS,i
izar,>,INS,i
legalizar,>,INS,e
galizar,>,INS,s
egalizar,>,INS,i
<llegalizar,>,INS,s
ar,>,INS,i
izar,>,INS,s
r,>,INS,i
zar,>,INS,i
ar,>,INS,e
r,>,INS,s
zar,>,INS,s
egalizar,>,INS,e
ar,>,INS,eis
alizar,>,INS,s
legalizar,>,INS,i
ar,>,INS,beis
r,>,INS,eis
zar,>,INS,eis
<llegalizar,>,INS,e
egalizar,>,INS,s
r,>,INS,e
zar,>,INS,e
izar,>,INS,eis
legalizar,>,INS,s
ar,>,INS,s
galizar,>,INS,e
<llegalizar,>,INS,i
izar,>,INS,e
alizar,>,INS,e
lizar,>,INS,e
galizar,>,INS,i
lizar,>,INS,i
alizar,>,INS,i
llegalizar,>,INS,s
lizar,>,INS,s
r,>,INS,beis
zar,>,INS,beis
llegalizar,>,INS,e
ar,>,INS,mos
udar,>,INS,e
dar,>,INS,remos
ar,>,INS,áremos
ar,>,INS,e
xudar,>,INS,s
udar,>,INS,o
xudar,>,INS,e
udar,>,INS,mos
r,>,INS,o
udar,>,INS,á
r,>,INS,á
r,>,INS,mos
r,>,INS,os
dar,>,INS,emos
dar,>,INS,s
axudar,>,INS,s
dar,>,INS,mos
axudar,>,INS,e
dar,>,INS,á
r,>,INS,remos
r,>,INS,e
<axudar,>,INS,e
ar,>,INS,s
ar,>,INS,á
dar,>,INS,áremos
r,>,INS,áremos
udar,>,INS,s
ar,>,INS,o
ar,>,INS,emos
r,>,INS,emos
ar,>,INS,remos
ar,>,INS,os
dar,>,INS,os
dar,>,INS,e
udar,>,INS,os
udar,>,INS,emos
<axudar,>,INS,s
r,>,INS,s
dar,>,INS,o
ar,>,INS,en
par,>,INS,en
r,>,INS,e
ar,>,INS,n
scapar,>,INS,e
apar,>,INS,n
capar,>,INS,n
escapar,>,INS,n
ar,>,INS,e
scapar,>,INS,n
par,>,INS,e
r,>,INS,n
<escapar,>,INS,e
r,>,INS,en
<escapar,>,INS,n
par,>,INS,n
escapar,>,INS,e
capar,>,INS,e
apar,>,INS,e
r,>,INS,é
ar,>,INS,qué
r,>,INS,ué
ar,>,INS,ué
car,>,INS,ué
car,>,INS,é
car,>,INS,qué
r,>,INS,qué
ar,>,INS,é
<estandarizar,>,INS,s
tandarizar,>,INS,s
ar,>,INS,céis
izar,>,INS,c
zar,>,INS,i
r,>,INS,céis
ar,>,INS,é
zar,>,INS,éis
andarizar,>,INS,s
zar,>,INS,cé
darizar,>,INS,s
ar,>,INS,éi
ar,>,INS,c
r,>,INS,s
ar,>,INS,i
zar,>,INS,é
zar,>,INS,éi
zar,>,INS,c
izar,>,INS,é
ndarizar,>,INS,s
estandarizar,>,INS,s
izar,>,INS,s
r,>,INS,i
zar,>,INS,céis
ar,>,INS,éis
r,>,INS,éis
ar,>,INS,cé
r,>,INS,cé
rizar,>,INS,s
zar,>,INS,s
standarizar,>,INS,s
ar,>,INS,s
r,>,INS,é
izar,>,INS,cé
izar,>,INS,i
r,>,INS,éi
r,>,INS,c
arizar,>,INS,s
ar,>,INS,s
rar,>,INS,a
medrar,>,INS,a
r,>,INS,s
edrar,>,INS,a
r,>,INS,as
ar,>,INS,as
edrar,>,INS,s
drar,>,INS,s
drar,>,INS,a
r,>,INS,a
rar,>,INS,s
medrar,>,INS,s
rar,>,INS,as
<medrar,>,INS,s
ar,>,INS,a
<medrar,>,INS,a
acar,>,INS,e
estacar,>,INS,e
tacar,>,INS,e
destacar,>,INS,e
stacar,>,INS,e
ar,>,INS,e
car,>,INS,e
r,>,INS,e
<destacar,>,INS,e
r,>,INS,amos
averar,>,INS,á
rar,>,INS,mos
erar,>,INS,áramos
erar,>,INS,mos
verar,>,INS,a
r,>,INS,o
erar,>,INS,o
erar,>,INS,ramos
verar,>,INS,s
r,>,INS,mos
ar,>,INS,amos
rar,>,INS,amos
erar,>,INS,os
verar,>,INS,o
rar,>,INS,ramos
rar,>,INS,s
erar,>,INS,amos
r,>,INS,ramos
r,>,INS,s
verar,>,INS,á
ar,>,INS,s
ar,>,INS,o
ar,>,INS,a
rar,>,INS,á
rar,>,INS,o
averar,>,INS,o
averar,>,INS,os
verar,>,INS,mos
ar,>,INS,áramos
averar,>,INS,mos
r,>,INS,a
verar,>,INS,os
ar,>,INS,mos
rar,>,INS,a
ar,>,INS,ramos
averar,>,INS,s
ar,>,INS,á
averar,>,INS,a
r,>,INS,á
r,>,INS,áramos
<averar,>,INS,s
erar,>,INS,s
rar,>,INS,os
erar,>,INS,a
ar,>,INS,os
rar,>,INS,áramos
erar,>,INS,á
r,>,INS,os
uñar,>,INS,n
uñar,>,INS,en
ñar,>,INS,en
atuñar,>,INS,e
r,>,INS,en
gatuñar,>,INS,e
ar,>,INS,ben
r,>,INS,n
tuñar,>,INS,e
ar,>,INS,e
sgatuñar,>,INS,e
ñar,>,INS,ben
ñar,>,INS,e
r,>,INS,e
ar,>,INS,n
<esgatuñar,>,INS,e
esgatuñar,>,INS,e
ñar,>,INS,n
r,>,INS,ben
ar,>,INS,en
uñar,>,INS,e
faitar,>,INS,s
itar,>,INS,eis
ar,>,INS,íeis
tar,>,INS,i
<afaitar,>,INS,e
itar,>,INS,i
afaitar,>,INS,e
itar,>,INS,í
ar,>,INS,s
r,>,INS,eis
r,>,INS,e
r,>,INS,íeis
afaitar,>,INS,i
tar,>,INS,í
<afaitar,>,INS,s
aitar,>,INS,e
ar,>,INS,e
aitar,>,INS,s
itar,>,INS,e
ar,>,INS,eis
ar,>,INS,í
tar,>,INS,e
ar,>,INS,i
itar,>,INS,s
r,>,INS,i
afaitar,>,INS,s
tar,>,INS,eis
r,>,INS,s
<afaitar,>,INS,i
faitar,>,INS,i
tar,>,INS,s
aitar,>,INS,i
r,>,INS,í
tar,>,INS,íeis
faitar,>,INS,e
esgatuñar,>,INS,os
<esgatuñar,>,INS,os
ar,>,INS,o
r,>,INS,s
uñar,>,INS,o
tuñar,>,INS,s
uñar,>,INS,os
sgatuñar,>,INS,o
sgatuñar,>,INS,os
tuñar,>,INS,os
r,>,INS,o
gatuñar,>,INS,os
ar,>,INS,s
ñar,>,INS,os
atuñar,>,INS,s
ñar,>,INS,o
ñar,>,INS,mos
esgatuñar,>,INS,s
<esgatuñar,>,INS,s
gatuñar,>,INS,s
ar,>,INS,os
ñar,>,INS,s
esgatuñar,>,INS,o
atuñar,>,INS,os
uñar,>,INS,mos
atuñar,>,INS,o
uñar,>,INS,s
tuñar,>,INS,o
ar,>,INS,mos
r,>,INS,os
gatuñar,>,INS,o
sgatuñar,>,INS,s
r,>,INS,mos
<esgatuñar,>,INS,o
tar,>,INS,ai
ar,>,INS,ais
portar,>,INS,a
r,>,INS,ais
r,>,INS,bais
portar,>,INS,s
r,>,INS,a
r,>,INS,ai
tar,>,INS,ba
tar,>,INS,bais
ar,>,INS,a
tar,>,INS,i
rtar,>,INS,s
tar,>,INS,s
ortar,>,INS,a
ar,>,INS,ai
tar,>,INS,ais
<portar,>,INS,s
ortar,>,INS,i
portar,>,INS,i
rtar,>,INS,i
<portar,>,INS,a
ar,>,INS,ba
ar,>,INS,i
ortar,>,INS,s
ar,>,INS,bais
r,>,INS,ba
r,>,INS,i
tar,>,INS,a
rtar,>,INS,a
ar,>,INS,s
r,>,INS,s
iar,>,INS,s
ar,>,INS,as
arafundiar,>,INS,s
<esbarafundiar,>,INS,s
diar,>,INS,a
r,>,INS,a
iar,>,INS,as
sbarafundiar,>,INS,s
r,>,INS,s
esbarafundiar,>,INS,s
diar,>,INS,s
r,>,INS,as
afundiar,>,INS,s
undiar,>,INS,s
iar,>,INS,a
ndiar,>,INS,s
rafundiar,>,INS,s
barafundiar,>,INS,s
fundiar,>,INS,s
ar,>,INS,a
ar,>,INS,s
colar,>,INS,o
ar,>,INS,o
r,>,INS,o
olar,>,INS,o
<colar,>,INS,o
lar,>,INS,o
ar,>,INS,n
ar,>,INS,o
ar,>,INS,on
semar,>,INS,o
r,>,INS,o
emar,>,INS,n
<semar,>,INS,o
emar,>,INS,o
r,>,INS,on
mar,>,INS,o
r,>,INS,n
mar,>,INS,n
r,>,INS,o
ar,>,INS,os
besar,>,INS,o
ar,>,INS,íamos
esar,>,INS,s
besar,>,INS,a
sar,>,INS,a
<besar,>,INS,a
ar,>,INS,mos
ar,>,INS,í
besar,>,INS,s
<besar,>,INS,o
esar,>,INS,í
ar,>,INS,ía
sar,>,INS,os
r,>,INS,í
r,>,INS,amos
sar,>,INS,ía
ar,>,INS,amos
ar,>,INS,s
esar,>,INS,a
r,>,INS,s
r,>,INS,ía
sar,>,INS,í
sar,>,INS,amos
esar,>,INS,os
r,>,INS,a
ar,>,INS,a
ar,>,INS,o
sar,>,INS,mos
esar,>,INS,o
r,>,INS,os
r,>,INS,íamos
r,>,INS,mos
sar,>,INS,o
esar,>,INS,mos
sar,>,INS,s
<besar,>,INS,s
ediar,>,INS,i
diar,>,INS,ais
remediar,>,INS,a
r,>,INS,ba
mediar,>,INS,a
ar,>,INS,ba
<remediar,>,INS,s
diar,>,INS,s
ar,>,INS,a
ediar,>,INS,s
r,>,INS,ai
r,>,INS,ais
diar,>,INS,ba
remediar,>,INS,s
ar,>,INS,s
ar,>,INS,bais
iar,>,INS,bais
emediar,>,INS,a
<remediar,>,INS,a
mediar,>,INS,s
emediar,>,INS,s
iar,>,INS,i
iar,>,INS,a
diar,>,INS,i
ar,>,INS,ais
ar,>,INS,ai
diar,>,INS,ai
iar,>,INS,ai
r,>,INS,bais
iar,>,INS,ba
iar,>,INS,ais
r,>,INS,a
r,>,INS,s
iar,>,INS,s
r,>,INS,i
diar,>,INS,a
ediar,>,INS,a
ar,>,INS,i
trañar,>,INS,a
ar,>,INS,a
r,>,INS,a
strañar,>,INS,a
rañar,>,INS,a
añar,>,INS,ba
ñar,>,INS,a
r,>,INS,ba
ñar,>,INS,ba
añar,>,INS,a
<estrañar,>,INS,a
ar,>,INS,ba
estrañar,>,INS,a
r,>,INS,n
arrar,>,INS,n
charrar,>,INS,e
ar,>,INS,en
rar,>,INS,n
rar,>,INS,e
<charrar,>,INS,e
rrar,>,INS,e
ar,>,INS,n
r,>,INS,e
rrar,>,INS,n
rrar,>,INS,en
arrar,>,INS,e
arrar,>,INS,en
r,>,INS,en
ar,>,INS,e
rar,>,INS,en
harrar,>,INS,e
iar,>,INS,emos
barafundiar,>,INS,e
ar,>,INS,emos
iar,>,INS,mos
rafundiar,>,INS,e
ar,>,INS,os
diar,>,INS,o
diar,>,INS,s
iar,>,INS,á
diar,>,INS,mos
r,>,INS,s
ar,>,INS,o
iar,>,INS,e
iar,>,INS,os
iar,>,INS,o
iar,>,INS,remos
r,>,INS,mos
<esbarafundiar,>,INS,e
barafundiar,>,INS,s
r,>,INS,emos
fundiar,>,INS,e
ndiar,>,INS,s
sbarafundiar,>,INS,e
r,>,INS,e
diar,>,INS,os
afundiar,>,INS,e
fundiar,>,INS,s
ar,>,INS,s
r,>,INS,remos
r,>,INS,o
afundiar,>,INS,s
arafundiar,>,INS,e
diar,>,INS,á
esbarafundiar,>,INS,e
ar,>,INS,e
r,>,INS,á
arafundiar,>,INS,s
ar,>,INS,áremos
undiar,>,INS,e
<esbarafundiar,>,INS,s
ar,>,INS,á
ar,>,INS,mos
diar,>,INS,e
r,>,INS,áremos
iar,>,INS,s
ndiar,>,INS,e
iar,>,INS,áremos
ar,>,INS,remos
r,>,INS,os
diar,>,INS,emos
undiar,>,INS,s
sbarafundiar,>,INS,s
esbarafundiar,>,INS,s
rafundiar,>,INS,s
entamar,>,INS,s
mar,>,INS,os
ntamar,>,INS,o
r,>,INS,amos
r,>,INS,o
mar,>,INS,s
mar,>,INS,mos
ar,>,INS,amos
r,>,INS,ramos
r,>,INS,mos
amar,>,INS,a
amar,>,INS,o
ar,>,INS,áramos
amar,>,INS,mos
r,>,INS,áramos
tamar,>,INS,s
ar,>,INS,a
mar,>,INS,ramos
ntamar,>,INS,a
ar,>,INS,ramos
entamar,>,INS,a
amar,>,INS,á
ar,>,INS,s
ar,>,INS,mos
entamar,>,INS,o
ar,>,INS,o
<entamar,>,INS,s
mar,>,INS,áramos
mar,>,INS,amos
r,>,INS,os
ntamar,>,INS,s
ar,>,INS,á
<entamar,>,INS,a
mar,>,INS,á
amar,>,INS,os
amar,>,INS,s
r,>,INS,á
<entamar,>,INS,o
tamar,>,INS,o
tamar,>,INS,a
mar,>,INS,a
r,>,INS,s
mar,>,INS,o
r,>,INS,a
ar,>,INS,os
harlar,>,INS,i
rlar,>,INS,s
charlar,>,INS,i
<charlar,>,INS,s
charlar,>,INS,s
ar,>,INS,e
lar,>,INS,e
<charlar,>,INS,e
charlar,>,INS,e
lar,>,INS,s
