Left;Right;Operation;Object;MorphFeatures;Weight
lilla;>;INS;d;ADJ,PL,GEN;3.01229e-05
ugust;>;INS;s;N,SG,IN+ESS,LGSPEC6;3.00937e-05
pānda;>;INS;ndsõ;V,LGSPEC2;3.00646e-05
mläpš;>;INS;apstkõks;N,PL,INS;3.00356e-05
pǟ;>;INS;sõ;N,SG,IN+ESS;3.00065e-05
sadā;>;DEL;z;ADJ,SG,PRT;2.99775e-05
i;nt>;INS;ī;N,PL,INS;2.99485e-05
žõmp;>;DEL;ǟva;N,PL,IN+ABL;2.99196e-05
tīng;>;INS;õ;N,SG,IN+ALL;2.98906e-05
tūld;>;DEL;a;V,ACT,FIN,IND,POS,FUT,PRF,PL,2;2.98617e-05
äpš;>;INS;apsõks;N,SG,INS;2.98328e-05
oga;>;INS;ȯigši;N,PL,IN+ESS;2.9804e-05
<brēḑig;>;INS;ist;N,PL,IN+ABL;2.97752e-05
is;sadāz>;INS;ist;ADJ,PL,IN+ABL;2.97464e-05
nūoŗpōŗ;>;INS;õn;N,SG,DAT;2.97176e-05
dlõ;>;INS;t;V,ACT,FIN,IND,NEG,PST,PL,2;2.96889e-05
ǟ;>;INS;d;N,PL,GEN;2.96602e-05
lli;>;INS;īztõks;N,SG,INS;2.96315e-05
<n;õ>;DEL;ǟd;V,ACT,FIN,IND,POS,PST,PL,2;2.96028e-05
t;da>;DEL;ūl;V,ACT,V.PTCP;2.95742e-05
istõn;>;DEL;z;ADJ,SG,INS;2.95456e-05
<īe;>;INS;ēšti;N,PL,IN+ABL;2.9517e-05
nda;>;INS;ņņi;V,ACT,FIN,QUOT,POS,PRS,SG,3;2.94885e-05
ešk;>;INS;õks;N,SG,INS;2.946e-05
uār;>;INS;s;N,SG,IN+ESS;2.94315e-05
līd;>;DEL;õ;V,ACT,FIN,IND,POS,FUT,PRF,PL,1,LGSPEC6;2.9403e-05
nalīz;>;INS;ist;N,PL,IN+ABL;2.93746e-05
outõmläpš;>;INS;apst;N,PL,NOM;2.93462e-05
is;sadāz>;INS;õn;ADJ,SG,DAT;2.93178e-05
nūoŗ;>;INS;rõn;ADJ,SG,DAT;2.92895e-05
ktōbõr;>;INS;t;N,SG,PRT;2.92611e-05
<s;m>;DEL;uoŗ;N,PL,IN+ABL;2.92328e-05
ast;>;INS;õ;N,SG,PRT;2.92046e-05
ū;>;DEL;ļ;N,SG,INS;2.91763e-05
sembõr;>;INS;i;N,PL,PRT;2.91481e-05
lī;õ>;DEL;d;V,ACT,FIN,IND,NEG,PST,PL,3;2.91199e-05
z;>;INS;õs;N,SG,IN+ESS;2.90918e-05
alīz;>;INS;õd;N,PL,GEN;2.90636e-05
uoŗm;>;INS;õdõn;N,PL,DAT;2.90355e-05
īd;õ>;INS;žm;V,ACT,FIN,IND,POS,PST,PL,1;2.90075e-05
a;>;INS;is;N,PL,IN+ESS;2.89794e-05
jell;õ>;INS;ām;V,ACT,FIN,DEB,POS,PRS,SG,3;2.89514e-05
kūl;>;DEL;õ;V,ACT,FIN,QUOT,POS,PRS,PL,3;2.89234e-05
tūlda;>;INS;uļļi;V,ACT,FIN,QUOT,POS,PRS,SG,1;2.88954e-05
april;>;INS;õdõks;N,PL,INS;2.88675e-05
<jellõ;>;INS;st;V,ACT,FIN,DEB,POS,PRS,SG,1;2.88396e-05
š;>;INS;šõn;ADJ,SG,DAT;2.88117e-05
l;>;DEL;li;ADJ,SG,DAT;2.87838e-05
d;>;DEL;a;V,ACT,FIN,QUOT,POS,PRS,PL,2;2.8756e-05
vȯl;>;INS;liž;N,PL,IN+ALL;2.87282e-05
ŗpōŗ;>;INS;õdõn;N,PL,DAT;2.87004e-05
ikk;õ>;INS;īzt;V,ACT,FIN,IND,POS,PST,PL,3;2.86726e-05
gust;>;INS;s;N,SG,IN+ESS,LGSPEC6;2.86449e-05
illa;>;INS;d;ADJ,PL,GEN;2.86172e-05
jell;õ>;INS;āksm;V,ACT,FIN,COND,POS,PRS,PL,1;2.85895e-05
tīv;>;INS;õd;N,PL,GEN;2.85619e-05
tīv;>;INS;iž;N,PL,IN+ALL;2.85343e-05
s;sadāz>;INS;ist;ADJ,PL,IN+ABL;2.85067e-05
d;>;DEL;a;V,ACT,FIN,IND,NEG,FUT,PRF,SG,2;2.84791e-05
a;>;INS;nmõ;V,LGSPEC3;2.84516e-05
tsa;>;INS;dõn;N,PL,DAT;2.84241e-05
a;li>;DEL;l;ADJ,PL,IN+ALL;2.83966e-05
ūoŗpōŗ;>;INS;õn;N,SG,DAT;2.83691e-05
r;>;INS;s;N,SG,IN+ESS;2.83417e-05
uoi;>;INS;zt;ADJ,PL,GEN;2.83143e-05
äpš;>;INS;apsõst;N,SG,IN+ABL;2.82869e-05
kōdõkssadā;>;DEL;z;ADJ,SG,PRT;2.82595e-05
<lik;>;DEL;kõ;V,ACT,FIN,IND,NEG,PST,SG,2;2.82322e-05
ānda;>;INS;ņņi;V,ACT,FIN,QUOT,POS,PRS,SG,2;2.82049e-05
õzār;>;INS;dõks;N,PL,INS;2.81776e-05
ell;õ>;INS;āksm;V,ACT,FIN,COND,POS,PRS,PL,1;2.81504e-05
tīv;>;INS;õs;N,SG,IN+ESS,LGSPEC6;2.81232e-05
ū;lda>;INS;u;V,ACT,FIN,IND,NEG,PRS,SG,1;2.8096e-05
īz;>;INS;õn;N,SG,DAT;2.80688e-05
nā;>;INS;d;N,PL,GEN;2.80417e-05
da;>;INS;õ;V,ACT,FIN,IND,NEG,PST,PL,2;2.80145e-05
õmp;>;DEL;ǟva;N,PL,IN+ABL;2.79874e-05
läpš;>;INS;apstkõks;N,PL,INS;2.79604e-05
<alīztas;>;INS;siž;N,PL,IN+ALL;2.79333e-05
